Asset Name,Name,Serial number,Criticality,Status,Tenant,Role,Manufacturer,Type,BMC IP,BMC MAC,BMC Version,BIOS Version,Asset tag,ID,Tenant Group,Region,Site Group,Site,Location,Rack,Parent Device,Position (Device Bay),Position,Rack face,Latitude,Longitude,Airflow,IP Address,IPv4 Address,IPv6 Address,OOB IP,Cluster,Virtual Chassis,VC Position,VC Priority,Description,Config Template,Comments,Contacts,Tags,Created,Last updated,Owner Group,Owner,U Height,Platform,Console ports,Console server ports,Power ports,Power outlets,Interfaces,Front ports,Rear ports,Device bays,Module bays,Inventory items,BIOS Date,EOL,FW Bundle,Installation Date,Last updated (automatic),OS Info,Product Name,UUID
AST-AMS1-00206,ams1-comp-0206,HP631561911,,Active,Internal IT,compute,HPE,DL360 COMP G1,10.84.141.131,–,–,3.8.4,–,1205,,EMEA,,AMS1,AMS1-DC-3,–,,,38,Front,,,Front to rear,,172.31.55.122/24,,10.125.136.14,,,,,"Ordered 2023, batch 7, rack row B",,"DIMM slot A3 flaky, monitor",,,2023-11-13T21:24:18.000000+00:00,2024-08-21T21:24:18.000000+00:00,DC-Ops,j.smith,2,,,,2,,2,,,,,,,,01/02/2026,,2025-01-24 21:24:18+00:00,RHEL 9.4,DL360,5bebfd07-b36c-4e6c-95d8-c039ae568985
AST-FRA1-00207,fra1-comp-0207,DE579066243,Low,Offline,Cloud Platform,compute,Dell,R7615 STORAGE G2,10.22.41.105,c6:e2:69:be:49:27,None,1.6.5,N/A,1206,,EMEA,,FRA1,FRA1-DC-4,R13,,,37,,,,Front to rear,,172.28.11.139/24,,10.156.76.190,,,,,,,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2021-10-24T23:20:55.000000+00:00,2022-02-20T23:20:55.000000+00:00,Platform,m.papaj,1,,,,2,,4,,,,,,,2026-11-30,-,,2022-04-29 23:20:55+00:00,Ubuntu 22.04.4,R7615,709f05d7-4853-48e8-9767-14062e92cbff
AST-FRA2-00208,fra2-netw-0208,HP151516549,High,Active,Cloud Platform,network,HPE,DL380 Gen10,10.30.47.158,76:2f:1a:5a:93:f0,-,3.2.1,TAG45264,1207,,EMEA,,FRA2,FRA2-DC-4,R12,,,-,Front,,,Front to rear,,172.24.231.39/24,,10.106.128.21,,,,,"Ordered 2023, batch 6, rack row B",,"Needs recable
see ticket NET-2231",,,2021-12-11T04:10:27.000000+00:00,2022-01-27T04:10:27.000000+00:00,,,1,,,,2,,2,,,,,,,,01/02/2026,,2022-07-01 04:10:27+00:00,Ubuntu 22.04.4,DL380,68a81b81-30f6-4bc3-b17b-a0357bb6aa1d
AST-FRA2-00209,fra2-comp-0209,SU172020184,High,Offline,Internal IT,compute,Supermicro,SYS-221H-TNR CTRL Gen 3,None,bc:98:3b:d3:c3:c0,2.10,1.6.6,TAG29289,1208,,EMEA,,FRA2,FRA2-DC-2,R02,,,-,front,,,,,172.27.207.193/24,,–,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,lab,2023-03-18T14:51:19.000000+00:00,2023-05-27T14:51:19.000000+00:00,Platform,a.kovac,2,ESXi 8.0,,,2,,4,,,,,,,05/03/2027,,2019-11-11,2023-08-10 14:51:19+00:00,None,SYS-221H-TNR,d2b7e511-e4f5-4033-9e7e-fd64dd7490a4
AST-TYO1-00210,tyo1-comp-0210,DE612290927,Medium,Staged,Managed Services,compute,Dell,R7615 STORAGE G2,–,91:bc:1a:3f:e0:f9,6.1,3.2.2,None,1209,,APAC,,TYO1,-,None,,,18,Front,,,Front to rear,,172.24.30.7/24,,–,,,,,,,,,"prod,edge",2020-05-05T21:43:09.000000+00:00,2021-01-06T21:43:09.000000+00:00,Platform,,1,,,,2,,2,,,,,,,,dell/30092025,,2021-01-22 21:43:09+00:00,RHEL 9.4,R7615,aa4faff4-9b8f-48a1-9ac0-d9ee3217e0f4
AST-FRA1-00211,fra1-gpu-0211,None,Medium,Staged,Cloud Platform,gpu,Dell,R660 COMP G2,N/A,cf:1a:99:83:36:4b,3.7,1.3.8,TAG64086,1210,,EMEA,,FRA1,–,R04,,,5,Front,,,,,172.20.142.207/24,,10.173.169.162,,,,,"Burn-in done, handed to platform team",,,,lab,2025-09-10T19:21:34.000000+00:00,2026-05-04T19:21:34.000000+00:00,Platform,j.smith,2,Linux Ubuntu 22.04,,,2,,2,,,,,,,,dell/15032026,2022-05-16,2026-10-01 19:21:34+00:00,-,R660,13f47d58-f6fc-4b5d-a9ae-a5d51654e6c5
AST-DFW1-00212,dfw1-comp-0212,DE208082677,Mission Critical,Active,Cloud Platform,compute,Dell,XR11 EDGE,10.11.76.139,54:9e:a9:33:13:2a,6.0,1.5.6,–,1211,,AMER,,DFW1,DFW1-DC-1,R03,,,5,front,,,Front to rear,,172.21.16.35/24,,None,,,,,,,"Needs recable
see ticket NET-2231",,"prod,edge",2020-09-12T01:26:12.000000+00:00,2020-10-25T01:26:12.000000+00:00,,ops-team,1,,,,2,,4,,,,,,,2026-09-11,dell/15032026,2021-08-09,2021-01-08 01:26:12+00:00,ESXi 8.0u2,XR11,237ca4b2-feed-4a4b-b7de-8c4dc9108691
AST-DFW1-00213,dfw1-stor-0213,HP595302888,Low,Active,,storage,HPE,DL360 COMP G1,,9a:6b:f2:11:ba:50,N/A,2.5.7,TAG62099,1212,,AMER,,DFW1,DFW1-DC-3,R08,,,21,,,,Front to rear,,172.25.170.177/24,,,,,,,"Ordered 2023, batch 1, rack row B",,"Needs recable
see ticket NET-2231",,lab,2021-04-07T01:26:06.000000+00:00,2022-04-03T01:26:06.000000+00:00,DC-Ops,m.papaj,2,ESXi 8.0,,,2,,2,,,,,,,2028-05-10,15/11/2025,2020-09-20,2022-10-04 01:26:06+00:00,,DL360,3343e78e-9e2c-4540-b38e-52d4639edc61
AST-PHX3-00214,phx3-comp-0214,DE316587933,High,Quarantine,Cloud Platform,compute,Dell,R650XS CONTROL G1,–,20:f2:d5:ed:76:a1,,–,None,1213,,AMER,,,PHX3-DC-1,R17,,,35,Front,,,,,172.17.232.247/24,,10.175.100.112,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,"prod,edge",2021-10-17T17:54:21.000000+00:00,2022-01-01T17:54:21.000000+00:00,,,2,Linux RHEL9,,,2,,2,,,,,,,2029-03-11,dell/15032026,,2022-06-17 17:54:21+00:00,None,-,45be8322-bb52-43fc-ac1c-6f0b8f8368dd
AST-SIN1-00215,sin1-comp-0215,DE546220954,High,Active,Internal IT,compute,Dell,R7615 STORAGE G2,N/A,ee:3e:f6:8e:2a:b6,-,3.8.0,TAG91309,1214,,APAC,,SIN1,N/A,–,,,13,,,,,,172.19.1.245/24,,10.139.35.20,,,,,"Replaced PSU, vendor RMA #4411",,"Needs recable
see ticket NET-2231",,lab,2021-05-17T21:15:57.000000+00:00,2021-12-22T21:15:57.000000+00:00,DC-Ops,,2,ESXi 8.0,,,2,,2,,,,,,,,dell/01122024,2019-07-27,2022-06-30 21:15:57+00:00,RHEL 9.4,R7615,c84f38c4-bbeb-4344-a925-aa83c2f45b05
AST-PHX3-00216,phx3-comp-0216,HP145059179,,Active,Internal IT,compute,HPE,DL360 COMP G1,10.34.1.147,ae:3d:10:a2:7d:9f,,1.9.2,TAG59752,1215,,AMER,,PHX3,PHX3-DC-1,R07,,,32,front,,,,,172.16.161.221/24,,10.147.173.107,,,,,,,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2020-04-23T00:39:02.000000+00:00,2020-12-11T00:39:02.000000+00:00,DC-Ops,j.smith,1,Linux RHEL9,,,2,,4,,,,,,,,15/11/2025,,2021-01-11 00:39:02+00:00,RHEL 9.4,DL360,2d7f327d-066a-4476-8d68-2228310571b2
AST-FRA1-00217,fra1-stor-0217,DE719937594,High,Active,Internal IT,storage,Dell,N/A,10.48.152.26,cf:36:87:51:7e:29,3.20,3.3.0,–,1216,,EMEA,,FRA1,FRA1-DC-3,R18,,,13,Front,,,Front to rear,,172.18.170.69/24,,10.105.159.236,,,,,"Ordered 2023, batch 7, rack row B",,"DIMM slot A3 flaky, monitor",,lab,2025-11-15T06:05:09.000000+00:00,2026-08-22T06:05:09.000000+00:00,DC-Ops,,2,Linux Ubuntu 22.04,,,2,,2,,,,,,,,dell/01122024,,2026-10-24 06:05:09+00:00,ESXi 8.0u2,None,62675172-5c0a-4a9e-a69d-71cbba68fe6c
AST-LON2-00218,lon2-comp-0218,SU842277684,High,Active,Managed Services,compute,Supermicro,SYS-112C-TN COMP G2,10.33.61.248,,4.10,2.8.7,None,1217,,EMEA,,LON2,LON2-DC-2,R09,,,,front,,,,,172.17.36.176/24,,10.116.20.60,,,,,,,,,lab,2021-02-02T06:36:58.000000+00:00,2021-11-25T06:36:58.000000+00:00,,ops-team,1,,,,2,,2,,,,,,,2027-10-20,,2019-02-12,2022-03-26 06:36:58+00:00,None,SYS-112C-TN,903108fe-198d-4ccd-9059-92d0bf75ef86
AST-ASH1-00219,ash1-netw-0219,DE272290781,Low,Active,Cloud Platform,network,Dell,R7615 STORAGE G2,10.66.68.5,0a:20:36:7b:90:81,7.17,3.5.7,,1218,,AMER,,ASH1,ASH1-DC-4,-,,,N/A,,,,,,172.20.56.69/24,,10.162.196.57,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,"prod,edge",2024-02-01T09:30:49.000000+00:00,2024-05-24T09:30:49.000000+00:00,,m.papaj,2,Linux RHEL9,,,2,,4,,,,,,,,,,2024-08-18 09:30:49+00:00,Ubuntu 22.04.4,N/A,a3473f4b-fc7f-44a5-981b-3e92bf743b9b
AST-AMS1-00220,ams1-stor-0220,LE348361243,Low,Active,Cloud Platform,storage,Lenovo,ThinkSystem SR650,10.36.239.106,N/A,6.17,1.1.7,,1219,,EMEA,,AMS1,AMS1-DC-2,R05,,,–,Front,,,,,172.30.69.57/24,,10.109.52.175,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2023-06-30T02:38:37.000000+00:00,2023-07-23T02:38:37.000000+00:00,Platform,m.papaj,1,Linux RHEL9,,,2,,6,,,,,,,,01/02/2026,2020-08-21,2023-09-05 02:38:37+00:00,,ThinkSystem,e23e09a7-6f3e-440c-92a3-0b443a9a1df9
AST-FRA2-00221,fra2-cont-0221,DE342263190,High,Decommissioned,Cloud Platform,-,Dell,R7615 STORAGE G2,10.14.60.186,d7:37:2b:50:6c:25,-,–,TAG79841,1220,,EMEA,,FRA2,FRA2-DC-2,R15,,,18,,,,Front to rear,,172.25.221.40/24,,10.126.187.161,,,,,"Ordered 2023, batch 1, rack row B",,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2025-04-06T01:36:18.000000+00:00,2025-06-14T01:36:18.000000+00:00,Platform,,2,Linux RHEL9,,,2,,6,,,,,,,,dell/30092025,,2025-12-10 01:36:18+00:00,ESXi 8.0u2,None,d10a57ad-d4dd-4c05-8cab-45a87a9f1ad7
AST-LON2-00222,lon2-comp-0222,SU348893815,High,Active,Internal IT,compute,Supermicro,SYS-221H-TNR CTRL Gen 3,10.16.37.62,2d:4b:e2:24:d8:29,N/A,2.0.0,TAG13581,1221,,EMEA,,LON2,-,R18,,,41,Front,,,Front to rear,,172.24.133.86/24,,10.110.173.135,,,,,,,"Needs recable
see ticket NET-2231",,"baremetal,k8s",2021-01-27T19:05:07.000000+00:00,2021-05-31T19:05:07.000000+00:00,DC-Ops,,1,ESXi 8.0,,,2,,4,,,,,,,,smc/2026.01,2021-03-21,2021-07-10 19:05:07+00:00,RHEL 9.4,–,c66ea58e-fad3-4b19-b198-716b50fc8740
AST-BER1-00223,ber1-comp-0223,SU638390709,Low,Quarantine,Cloud Platform,compute,Supermicro,SYS-112C-TN COMP G2,None,3e:78:d3:4c:89:74,-,3.12.0,TAG15161,1222,,EMEA,,BER1,BER1-DC-4,R10,,,30,Front,,,Front to rear,,172.16.133.227/24,,10.159.13.12,,,,,,,,,"baremetal,k8s",2025-04-15T09:57:12.000000+00:00,2025-05-07T09:57:12.000000+00:00,DC-Ops,j.smith,2,Linux Ubuntu 22.04,,,2,,6,,,,,,,,smc/2025.09,,2025-11-10 09:57:12+00:00,Ubuntu 22.04.4,SYS-112C-TN,2cd2b921-edaf-4631-8539-3f490f9c1158
AST-AMS1-00224,ams1-cont-0224,SU667280675,High,Active,Internal IT,control,Supermicro,SYS-221H-TNR CTRL Gen 3,10.61.137.63,42:bc:dc:6d:35:9e,4.2,1.12.4,TAG92789,1223,,EMEA,,AMS1,AMS1-DC-3,None,,,15,front,,,,,172.25.87.134/24,,10.108.72.179,,,,,"Ordered 2023, batch 9, rack row B",,"Needs recable
see ticket NET-2231",,"prod,edge",2025-07-05T11:11:10.000000+00:00,2025-08-07T11:11:10.000000+00:00,,j.smith,1,,,,2,,4,,,,,,,,smc/2026.01,2025-12-06,2025-12-20 11:11:10+00:00,ESXi 8.0u2,-,2b8e459d-d874-4372-9bcf-dd129ef7d97d
AST-ASH1-00225,ash1-cont-0225,DE878993962,Low,Active,Cloud Platform,control,Dell,XR11 EDGE,10.88.31.173,–,5.16,1.1.9,TAG41600,1224,,AMER,,ASH1,N/A,R11,,,3,Front,,,Front to rear,,172.25.122.53/24,,10.104.148.176,,,,,"Burn-in done, handed to platform team",,"Needs recable
see ticket NET-2231",,lab,2021-02-21T02:41:32.000000+00:00,2021-10-18T02:41:32.000000+00:00,DC-Ops,m.papaj,2,Linux RHEL9,,,2,,2,,,,,,,2028-03-07,dell/30092025,2021-11-05,2022-05-05 02:41:32+00:00,-,XR11,6067e598-b0b1-40c4-b9af-00c2c5918350
AST-FRA1-00226,fra1-comp-0226,DE383346670,Low,Offline,,compute,Dell,R760XA GPU G2,–,95:73:76:cb:f4:af,6.4,2.6.2,TAG30667,1225,,EMEA,,FRA1,N/A,R16,,,N/A,Front,,,,,N/A,,10.127.200.95,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,,2022-05-31T06:24:56.000000+00:00,2023-04-02T06:24:56.000000+00:00,Platform,j.smith,2,ESXi 8.0,,,2,,4,,,,,,,2029-05-31,dell/01122024,,2023-09-26 06:24:56+00:00,-,R760XA,be4567a6-2874-42a8-8ab0-106490dc83de
AST-DFW1-00227,dfw1-cont-0227,LE519392542,Medium,Active,Cloud Platform,control,Lenovo,ThinkSystem SR650,10.21.13.99,37:f8:f8:d9:49:6b,4.9,1.3.3,–,1226,,AMER,,DFW1,None,R12,,,36,,,,Front to rear,,172.22.51.244/24,,10.158.37.83,,,,,,,,,"prod,edge",2023-05-21T00:22:40.000000+00:00,2024-03-28T00:22:40.000000+00:00,,ops-team,1,Linux RHEL9,,,2,,2,,,,,,,2026-09-08,01/02/2026,2019-05-28,2024-08-04 00:22:40+00:00,Ubuntu 22.04.4,ThinkSystem,c1b95122-8380-44a3-9815-b6fabdd95ba1
AST-BER1-00228,ber1-gpu-0228,DE374066171,Low,Decommissioned,Managed Services,gpu,Dell,R660 COMP G2,10.61.215.197,34:96:0a:9e:63:59,2.5,1.9.2,TAG66344,1227,,EMEA,,BER1,BER1-DC-4,–,,,,front,,,,,172.30.45.228/24,,–,,,,,"Burn-in done, handed to platform team",,,,"prod,edge",2024-12-16T00:06:27.000000+00:00,2025-03-11T00:06:27.000000+00:00,Platform,,1,ESXi 8.0,,,2,,4,,,,,,,2026-09-28,dell/01122024,,2025-07-22 00:06:27+00:00,RHEL 9.4,R660,008c6a56-99e0-4e54-99fb-8376e0754a0f
AST-BER1-00229,ber1-gpu-0229,HP252961256,High,Decommissioned,Internal IT,None,HPE,DL360 COMP G1,-,32:4a:61:a0:ac:3d,-,,TAG13860,1228,,EMEA,,BER1,–,R04,,,26,front,,,Front to rear,,172.29.136.24/24,,10.151.183.140,,,,,,,"Needs recable
see ticket NET-2231",,"prod,edge",2025-11-29T17:37:21.000000+00:00,2026-09-15T17:37:21.000000+00:00,DC-Ops,j.smith,1,Linux Ubuntu 22.04,,,2,,2,,,,,,,,,2021-05-17,2026-10-05 17:37:21+00:00,Ubuntu 22.04.4,N/A,ca0723cb-7913-44e0-98b5-f17ce9b6e119
AST-AMS1-00230,ams1-netw-0230,HP773212157,Medium,Active,,network,HPE,DL380 Gen10,10.57.112.164,09:2f:fb:f2:c4:18,N/A,1.12.8,-,1229,,EMEA,,AMS1,AMS1-DC-1,R14,,,21,Front,,,Front to rear,,None,,10.102.253.113,,,,,"Burn-in done, handed to platform team",,,,lab,2021-03-22T07:10:49.000000+00:00,2021-04-17T07:10:49.000000+00:00,,j.smith,2,Linux RHEL9,,,2,,2,,,,,,,2027-12-07,01/02/2026,2019-01-02,2021-07-23 07:10:49+00:00,None,–,0b0c0c99-6766-4067-8115-e8a84c90a2a6
AST-TYO1-00231,tyo1-cont-0231,DE230206457,High,Active,Cloud Platform,control,Dell,R760XA GPU G2,10.67.38.229,79:e7:68:80:34:cb,2.4,-,-,1230,,APAC,,TYO1,-,R13,,,–,front,,,,,172.21.165.13/24,,10.137.157.68,,,,,"Ordered 2023, batch 8, rack row B",,"Needs recable
see ticket NET-2231",,"prod,edge",2021-08-14T12:17:55.000000+00:00,2021-12-04T12:17:55.000000+00:00,,a.kovac,1,ESXi 8.0,,,2,,6,,,,,,,2026-08-22,dell/15032026,,2022-06-14 12:17:55+00:00,Ubuntu 22.04.4,–,691b087c-2231-4383-8fe5-ae7db6398d6e
AST-AMS1-00232,ams1-cont-0232,DE532352168,Mission Critical,Decommissioned,Managed Services,control,Dell,R650XS CONTROL G1,10.61.75.221,e5:35:87:cf:4c:25,3.2,1.10.9,TAG69863,1231,,EMEA,,AMS1,–,R02,,,19,Front,,,Front to rear,,172.21.92.58/24,,,,,,,,,"Needs recable
see ticket NET-2231",,,2024-03-22T11:04:08.000000+00:00,2024-07-21T11:04:08.000000+00:00,,a.kovac,2,Linux Ubuntu 22.04,,,2,,6,,,,,,,05/03/2027,dell/15032026,2021-11-15,2025-01-25 11:04:08+00:00,ESXi 8.0u2,R650XS,db3cc90a-ee2d-4d21-9925-893a744ddd01
AST-ASH1-00233,ash1-cont-0233,DE846551607,High,Planned,,control,Dell,XR11 EDGE,–,fd:fc:c4:4c:df:fe,–,1.15.0,–,1232,,-,,ASH1,ASH1-DC-2,R02,,,2,front,,,,,172.21.13.240/24,,–,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,lab,2025-07-27T11:52:40.000000+00:00,2026-03-10T11:52:40.000000+00:00,,j.smith,1,Linux RHEL9,,,2,,2,,,,,,,,dell/01122024,,2026-06-13 11:52:40+00:00,–,XR11,0eeb2772-a3c5-4a5f-a628-9da27f21d472
AST-DFW1-00234,dfw1-comp-0234,DE780697570,Medium,Offline,Cloud Platform,compute,Dell,XR11 EDGE,-,ce:71:71:af:bd:34,6.3,None,None,1233,,AMER,,DFW1,DFW1-DC-1,R08,,,19,Front,,,Front to rear,,172.18.167.48/24,,N/A,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,,2021-02-17T12:29:56.000000+00:00,2022-02-02T12:29:56.000000+00:00,,,1,Linux RHEL9,,,2,,4,,,,,,,2026-01-11,-,2021-04-16,2022-02-11 12:29:56+00:00,RHEL 9.4,N/A,43586615-d189-42d6-aa05-20014439afe8
AST-BER1-00235,ber1-netw-0235,SU332568040,Low,Active,Internal IT,network,Supermicro,AS-1115CS-TNR STORAGE,10.89.109.210,2c:12:b5:5a:e9:c4,2.18,3.1.9,TAG27253,1234,,N/A,,BER1,BER1-DC-3,R04,,,22,front,,,,,–,,10.167.49.61,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,lab,2021-06-23T01:49:04.000000+00:00,2021-12-28T01:49:04.000000+00:00,Platform,,2,Linux Ubuntu 22.04,,,2,,4,,,,,,,2027-10-15,smc/2026.01,2025-04-20,2022-06-17 01:49:04+00:00,Ubuntu 22.04.4,AS-1115CS-TNR,a023bba1-0546-4ff3-b211-19ddeb8cdff6
AST-ASH1-00236,ash1-stor-0236,HP290884570,High,Offline,Internal IT,storage,HPE,DL360 COMP G1,None,3b:a6:a2:23:6a:02,5.1,3.13.8,N/A,1235,,AMER,,ASH1,ASH1-DC-4,R10,,,-,front,,,,,172.16.20.11/24,,10.142.13.35,,,,,"Replaced PSU, vendor RMA #4411",,"DIMM slot A3 flaky, monitor",,lab,2024-04-08T18:09:25.000000+00:00,2024-06-13T18:09:25.000000+00:00,DC-Ops,j.smith,1,Linux Ubuntu 22.04,,,2,,6,,,,,,,25/12/2026,15/11/2025,,2024-06-30 18:09:25+00:00,-,DL360,a2106e36-50f2-466d-92ad-04396e53ebe7
AST-DFW1-00237,dfw1-netw-0237,SU751309502,,Active,Cloud Platform,network,Supermicro,SYS-221H-TNR CTRL Gen 3,None,e9:5a:5c:b3:f5:ed,7.11,2.15.2,TAG84870,1236,,AMER,,DFW1,DFW1-DC-4,R07,,,16,front,,,Front to rear,,172.24.250.41/24,,10.101.46.134,,,,,"Ordered 2023, batch 9, rack row B",,"DIMM slot A3 flaky, monitor",,lab,2021-03-20T22:42:21.000000+00:00,2022-02-14T22:42:21.000000+00:00,DC-Ops,m.papaj,1,Linux RHEL9,,,2,,4,,,,,,,2026-08-07,smc/2025.09,2024-07-29,2022-07-13 22:42:21+00:00,RHEL 9.4,SYS-221H-TNR,995e9eaf-cfee-40fc-b918-ab6260acc68a
AST-FRA2-00238,fra2-netw-0238,DE283816626,Low,Active,Cloud Platform,network,Dell,XR11 EDGE,10.64.167.169,9d:88:d5:3e:fa:ed,None,2.7.0,TAG44214,1237,,EMEA,,FRA2,FRA2-DC-4,R14,,,12,,,,,,172.20.121.230/24,,10.109.155.61,,,,,"Ordered 2023, batch 1, rack row B",,"DIMM slot A3 flaky, monitor",,"prod,edge",2020-11-09T04:56:30.000000+00:00,2021-11-20T04:56:30.000000+00:00,Platform,j.smith,1,Linux RHEL9,,,2,,4,,,,,,,,dell/15032026,2023-03-27,2022-05-23 04:56:30+00:00,N/A,–,ced47327-79a9-4827-aede-fe84601b073f
AST-SIN1-00239,sin1-netw-0239,DE244650517,Mission Critical,Planned,Cloud Platform,network,Dell,R650XS CONTROL G1,,c9:1f:14:67:08:8e,3.12,3.10.1,TAG55467,1238,,APAC,,SIN1,-,R04,,,11,,,,,,172.30.224.90/24,,10.133.250.156,,,,,,,"Needs recable
see ticket NET-2231",,"prod,edge",2023-02-05T20:43:08.000000+00:00,2023-08-28T20:43:08.000000+00:00,Platform,ops-team,1,Linux RHEL9,,,2,,6,,,,,,,2027-01-15,dell/15032026,,2024-02-19 20:43:08+00:00,ESXi 8.0u2,R650XS,a1d4b0d4-5b16-4d74-a7b0-f756c7ae4487
AST-AMS1-00240,ams1-stor-0240,–,,Active,Internal IT,storage,Dell,R660 COMP G2,10.99.235.105,e0:7f:65:6d:12:96,–,1.5.7,TAG97181,1239,,EMEA,,AMS1,,R07,,,36,,,,Front to rear,,172.18.59.29/24,,10.117.27.30,,,,,,,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2021-01-01T20:37:26.000000+00:00,2021-12-19T20:37:26.000000+00:00,DC-Ops,a.kovac,2,,,,2,,2,,,,,,,,dell/30092025,2022-02-13,2022-03-18 20:37:26+00:00,,R660,df4b3144-61b2-452b-a232-1d46636ecda8
AST-DFW1-00241,dfw1-stor-0241,,,Staged,,storage,HPE,DL380 Gen10,None,f6:1b:d8:3f:b9:52,-,3.1.7,TAG21190,1240,,AMER,,DFW1,N/A,R12,,,7,front,,,Front to rear,,172.26.187.100/24,,N/A,,,,,"Ordered 2023, batch 1, rack row B",,"DIMM slot A3 flaky, monitor",,"baremetal,k8s",2025-11-27T22:11:26.000000+00:00,2026-09-22T22:11:26.000000+00:00,DC-Ops,a.kovac,1,Linux RHEL9,,,2,,2,,,,,,,2025-05-09,bundle-2025Q3,2024-06-10,2027-01-15 22:11:26+00:00,N/A,DL380,85d063cf-b6d9-4826-9545-db1dfaba5fb1
AST-LON2-00242,lon2-comp-0242,SU364245218,,Active,Cloud Platform,compute,Supermicro,AS-1115CS-TNR STORAGE,10.23.70.215,cc:8d:2e:fa:52:d8,6.0,–,TAG13995,1241,,EMEA,,LON2,LON2-DC-1,R06,,,3,Front,,,Front to rear,,172.17.60.205/24,,–,,,,,"Burn-in done, handed to platform team",,"DIMM slot A3 flaky, monitor",,"prod,edge",2022-02-19T16:53:08.000000+00:00,2022-10-23T16:53:08.000000+00:00,Platform,j.smith,1,Linux Ubuntu 22.04,,,2,,4,,,,,,,05/03/2027,smc/2026.01,,2023-02-02 16:53:08+00:00,-,–,0afd30c5-cbd2-4812-ad1f-fc405f2092f4
AST-BER1-00243,ber1-comp-0243,SU740122235,Medium,Decommissioned,Cloud Platform,compute,Supermicro,AS-1115CS-TNR STORAGE,10.13.104.31,N/A,5.13,,–,1242,,EMEA,,BER1,N/A,R14,,,35,,,,Front to rear,,172.22.206.41/24,,10.142.101.172,,,,,,,"Needs recable
see ticket NET-2231",,"prod,edge",2022-02-27T09:45:56.000000+00:00,2022-11-09T09:45:56.000000+00:00,,j.smith,2,ESXi 8.0,,,2,,2,,,,,,,,smc/2025.09,2021-07-13,2023-04-23 09:45:56+00:00,ESXi 8.0u2,AS-1115CS-TNR,3d5145ed-101c-4925-a0eb-7a17bc8761b4
AST-LON2-00244,lon2-stor-0244,SU313313615,Medium,Decommissioned,Internal IT,storage,Supermicro,SYS-521E-WR NET Gen3,–,df:5d:6b:94:3a:e4,None,,TAG77576,1243,,EMEA,,LON2,,R03,,,2,,,,,,172.19.76.56/24,,None,,,,,,,,,"baremetal,k8s",2023-12-10T06:15:23.000000+00:00,2024-10-08T06:15:23.000000+00:00,,,2,ESXi 8.0,,,2,,2,,,,,,,,smc/2025.09,2023-07-28,2025-02-13 06:15:23+00:00,ESXi 8.0u2,SYS-521E-WR,af28653d-bce9-44de-9744-b821c5a81c21
,dfw1-gpu-0245,None,Medium,Active,Cloud Platform,gpu,HPE,DL380 Gen10,10.30.61.116,,3.16,3.8.2,TAG65505,1244,,AMER,,DFW1,DFW1-DC-4,R09,,,31,Front,,,,,-,,10.145.119.147,,,,,"Replaced PSU, vendor RMA #4411",,,,,2024-07-20T12:14:33.000000+00:00,2024-09-29T12:14:33.000000+00:00,Platform,j.smith,2,Linux RHEL9,,,2,,4,,,,,,,,bundle-2025Q3,2020-07-04,2025-01-31 12:14:33+00:00,Ubuntu 22.04.4,DL380,9a4959fc-84bb-44bc-8f7f-1c142f4c6609
AST-DFW1-00246,dfw1-comp-0246,None,Low,Quarantine,Cloud Platform,compute,Dell,R760XA GPU G2,,4e:ad:34:c5:48:51,4.18,3.13.4,–,1245,,AMER,,DFW1,DFW1-DC-3,R15,,,33,Front,,,,,172.28.196.140/24,,10.177.215.180,,,,,"Replaced PSU, vendor RMA #4411",,"Needs recable
see ticket NET-2231",,lab,2025-08-08T07:05:54.000000+00:00,2026-07-18T07:05:54.000000+00:00,DC-Ops,,2,Linux RHEL9,,,2,,4,,,,,,,,dell/30092025,,2026-09-10 07:05:54+00:00,RHEL 9.4,R760XA,7f23cb00-b111-4c1b-81a4-3d0775a92f04
